title,image,plot
Farewell Amor,https://upload.wikimedia.org/wikipedia/en/8/80/Farewell_amor.jpg,"Walter came to the United States from Angola long ago in search of a better life. He has since settled in New York where he works as a cab driver. His wife Esther and daughter Sylvia are just now able to join him in the US after 17 years apart. Both Walter and Esther have found ways to cope with the time and distance apart—with Walter carrying on a new relationship, and Esther finding community in the church. Walter regretfully breaks up with his girlfriend Linda prior to his family’s arrival. In Brooklyn, the family of three must share a one-bedroom apartment. Esther finds herself struggling not only to adjust to a new country and culture, but also to a distant husband and a marriage that has seemingly lost its fire. The teenage Sylvia also struggles with homesickness, but pursues dance against the wishes of her mother."
Fatal Affair,https://upload.wikimedia.org/wikipedia/en/2/23/Poster_for_Fatal_Affair.png,"Ellie Warren is a successful attorney living with her husband Marcus who is recovering after a horrible car accident. They have just moved into a new house on the coast from the city of San Francisco now that their daughter Brittany has left for college. Ellie meets her firm's new tech consultant, David Hammond, who both first met each other in college. David is in anger management therapy following an incident with a woman named Deborah. Ellie and David initially meet for drinks, but the situation turns sexual as they go to the bathroom of a club, although Ellie resists. Afterwards, David stalks her via phone calls, texts, viewings of her house from a distance, breaking into her home, hacking into her home security system, sending her a package, and dating Ellie's friend Courtney. This is all despite Ellie's warnings to stay away from her and her family.  Ellie learns from another one of her former college classmates that David murdered his ex-wife Deborah and her new boyfriend a few months after the divorce. Ellie sends Courtney an e-mail with information about Deborah's murder and how David likely committed it, but David deletes it. Ellie is horrified to see him golfing with Marcus. She convinces the concierge at David's building to let her into his apartment, where she finds pictures of Deborah and of herself taken from afar on his computer. As Ellie calls Courtney about the pictures, David gets to Courtney’s place and attacks her. She is found bleeding from the head by Ellie and taken to the hospital. With the police now looking for David, he tries to pull a trick on the public by making them think he committed suicide; he sets a homeless man on fire with a suicide note. The police find all the evidence in his home, including a confession for his ex-wife’s murder.  One night, Ellie gets a message from her assistant (presumably from David) to sign some documents. Ellie stops by her office and finds her assistant murdered on the floor. Ellie rushes home and calls the police, before she finds David alive and knocks him unconscious with a vase. She encounters the corpse of Brittany's boyfriend Scott, and finds Marcus and Brittany tied up. She frees them as the police arrive, but David kills a cop. As Brittany gets into her car and drives away, a fight ensues between Marcus, David, and Ellie, which ends with David falling to his death on a beach cliffside. A few months later, Marcus and Ellie send Brittany back to school, and their house is for sale."
Fatale (film),https://upload.wikimedia.org/wikipedia/en/a/ab/Fatale_film_poster.png,"Derrick Tyler is a former college basketball player who has gone on to build a successful sports management agency in Los Angeles with his best friend Rafe Grimes, representing African-American athletes. His marriage to Tracie, a real estate agent, is strained, all the while he suspects she is having an affair with someone else. Rafe is also pressuring him to sell the company to a larger corporation, which Derrick, valuing his independence, refuses to do.  During a business trip to Las Vegas, Rafe encourages Derrick to vent his frustrations by having a fling of his own. Removing his wedding ring and introducing himself as ""Darren from Seattle"", Derrick catches the attention of a woman at a bar. She admits she is also looking for casual sex, and after flirting on the dance floor, they end up in her hotel room. While trying to sneak out the next morning, Derrick discovers that she has locked his phone in the room safe and is coerced into having sex with her again.  Returning to Los Angeles, a guilty Derrick reconciles with Tracie. That night, Derrick hears what sounds like a break-in; investigating, he is attacked by a masked burglar and barely manages to fight him off. The police arrive and a detective assigned to the case, Valerie Quinlan, is revealed to be the same woman from Las Vegas. Valerie asks Tracie questions that have no relevance to the break-in and implies to Derrick that she could be compelled to reveal his affair or, for a price, keep silent. In her spare time, Valerie stalks her ex-husband, local politician Carter Heywood, who filed a restraining order against her after Valerie left her service weapon unattended while drunk and their daughter, Haley, accidentally shot herself, leaving the latter using a wheelchair. Valerie has also been stripped of custody rights and is desperate to get her daughter back, hoping a corruption scandal Carter is embroiled in will work in favor.  During her investigation, Valerie discovers that Tracie is cheating on Derrick with Rafe. She informs Derrick of this by encouraging him to peer into the window at the beach house where they rendezvous with binoculars to see for himself. Valerie also suggests that Tracie hired the burglar to kill Derrick. The shock and anguish is enough to briefly drive him back into Valerie's arms, before he confronts Tracie and Rafe directly, causing him to throw his wedding ring down as Tracie coldly mocks him. The next day, Derrick is arrested and Valerie tells him that Tracie and Rafe were murdered soon after he left them. The suspicion this throws on Derrick ruins his reputation and a district attorney intends to file charges.   Realizing Valerie committed the murders herself, Derrick confides in his cousin Tyrin who then, along with a friend, breaks into Valerie's apartment intending to force a confession, but she manages to distract them and gains the upper hand in the ensuing scuffle, shooting them both dead. Valerie then offers to frame Tyrin instead of Derrick for Tracie and Rafe's murders if he agrees to kill Carter, who has made it clear to Valerie that he can manipulate the courts in his favor and she will never see Haley again. Derrick approaches Carter while he is jogging and attempts to warn him, but a struggle ensues and Carter is accidentally shot dead.  Derrick goes to Valerie's apartment where she admits to killing Tracie, Rafe, Tyrin and Tyrin's friend. Valerie says she will kill anyone who prevents her from retrieving Haley. Derrick realizes this includes him and they shoot each other. As a wounded Derrick leaves, Valerie blindsides and stabs him repeatedly before he shoots her again, this time fatally. As Valerie dies, Derrick reveals that he recorded her confession and goes to meet the arriving police."
Father of the Bride (2022 film),https://upload.wikimedia.org/wikipedia/en/5/58/The_Father_of_the_Bride_%282022_film%29_poster.jpg,"Renowned architect Billy Herrera and his wife Ingrid are a Miami-based Cuban-American couple with two daughters, recent law school graduate Sofia and rebellious aspiring fashion designer Cora.   At couples' counseling, Ingrid tells Billy that she has had enough of his workaholic attitude and stubbornness and wants a divorce; their counselor tells them to tell their daughters right away. Ingrid wants to announce it later that day after Sofia arrives for a visit, but Sofia first announces that she is engaged to be married to fellow lawyer Adan Castillo and that they want to marry in one month.   Billy and Ingrid agree to keep their divorce a secret until after the wedding. He is hesitant about Sofia's nuptials and her desire to move to Mexico with Adan to work at a non-profit instead of remaining in the United States.   Billy disagrees with the couple as he wants a big, traditional Cuban wedding while Sofia and Adan want a smaller ceremony. Meanwhile, Sofia asks Cora to make her wedding gown and her bridesmaids' dresses, disgruntling their eccentric wedding planner Natalie Vance.  Adan's wealthy father Hernan and the rest of his family arrive in Miami. He and Billy disagree further on the cost and scale of the wedding; Hernan offends him by offering to pay for what Billy cannot afford. He then throws a lavish engagement party on his yacht instead.   Hernan has also obtained a lavish mansion on a Miami island and offers to host the wedding there, causing a shouting match between him and Billy, who admits his dislike of Adan and his family. Billy appeases Sofia at her dress fitting and confides the divorce to Adan at the latter's bachelor party.  A storm warning threatens the upcoming ceremony. The families proceed to the wedding rehearsal, where Cora overhears Billy talking about the divorce to his cousin Junior and immediately breaks the news to the rest of the guests. Sofia is disgusted that her parents and Adan have been hiding it from her, but reconciles once more with her father and agrees to push through with the wedding. That stormy night, the Herrera family spends the night together.  The next day, the weather has cleared, but the storm has collapsed the only bridge to the wedding venue and has destroyed much of the set-up. The Herreras and Castillos pool their resources to throw the wedding last-minute at the Herrera home, with Natalie officiating. Sofia and Adan marry with Billy's full approval, while Billy and Ingrid rekindle their romance."
Father Stu,https://upload.wikimedia.org/wikipedia/en/d/db/Father_Stu.jpg,"Stuart Long, a foul-mouthed amateur boxer from Helena, Montana, has a troubled relationship with his parents, who are hostile towards religion since his brother's death. He moves to Southern California to pursue an acting career and gets a job in a grocery store, hoping to get connected in the entertainment industry. He is arrested for DUI and attempts to steal his father's truck to make it to an audition.  While working in the store he meets a woman named Carmen, whom he tracks to a local Catholic parish where she teaches Sunday school. Carmen resists his advances, telling him she would not even consider dating him unless he gets baptized. Stu agrees and begins RCIA at the parish, where he befriends fellow parishioners Ham and Jacob but is looked down upon by the latter. Both Ham and Jacob are headed for the seminary. After Stu is baptized, he and Carmen begin dating and he later meets her parents.  After Stu lands an acting role on an infomercial, he faces discouragement and returns to the bar one night where a mysterious man advises him not to drive home. Stu ignores the advice and drives drunk on a motorcycle, crashing into a car, being thrown off the motorcycle, and run over by another car. Severely injured, he drifts in and out of consciousness and has a vision of the Virgin Mary, who tells him that he cannot die in vain. Stu is transported to the hospital and makes a miraculous recovery. His father visits and re-establishes contact, though their relationship is still strained.  Carmen visits Stu as he is recovering at home and the two have an intimate physical moment that appears to lead to sex, but it is revealed later that Carmen used the moment to show Stu that he could resist the temptation. Stu feels a calling towards priesthood more than marriage, and after prayer and discernment decides to pursue the seminary. His parents and Carmen try to dissuade him, to no avail. Stu applies to the seminary and is rejected at first, but he appeals the decision and is accepted. By this point, Ham and Jacob are also in the seminary. Ham is a reliable friend; Jacob is something of a rival.  One day while playing basketball, Stu falls and is unable to get up on his own. He is diagnosed with inclusion body myositis, a rare muscular disease similar to Lou Gehrig's disease, and the prognosis is grim. Stu is angry with God but comes to understand his suffering as a gift that draws him closer to Christ's suffering, and he continues in the seminary with difficulty. Carmen, now engaged to another man, visits Stu and supports his vocation. As time passes, he begins losing use of his hands. The rector tells Stu that he cannot be ordained, citing his inability to celebrate the Sacraments. Stu moves back to Montana with his parents, who care for him as his muscles decay, his weight increases, and he loses the ability to live independently. His father, meanwhile, attends Alcoholics Anonymous, where he admits that he feels partly responsible for his son's condition by his neglect and absence.  Parishioners from Stu and Carmen's church in California petition the Diocese of Helena to ordain Stu. The bishop agrees, and Stu is ordained with Carmen, Ham, and his parents in attendance. Stu begins ministry in Montana and quickly develops relationships with people. He is later confined to a skilled nursing facility, where he continues his ministry and people flock to see him daily. Jacob visits him during confession and admits that he never felt capable of becoming a priest and only pursued it to please his father. Stu assures Jacob that there are other ways to serve God and he should not feel pressured to do something he isn't called to do. Jacob thanks Stu and wishes him goodbye, sensing it will be the last time. Stu dies at the age of 50. The closing credits show photos of the real-life Stu as a child, young adult, seminarian and priest."
A Father's Legacy,https://upload.wikimedia.org/wikipedia/en/9/9d/A_Father%27s_Legacy_poster.jpg,"Billy Ford is a solitary widower whose tranquil life is passed in a secluded cabin by a picturesque pond. Billy’s calm routine is suddenly and dramatically interrupted one night when a young man named Nick Wolfe barges into his home wielding a gun and demanding that Billy hide him from the police.  Nick needs a place to lie low after committing armed robbery. He also has to do something about the gunshot wound he sustained while carrying out the crime. Despite his blustering manner, it soon becomes clear that Nick is no hardened felon. Billy tends to his captor’s injury and, as Nick convalesces, the two carry on conversations that become increasingly personal and revelatory.  Nick’s wife, Jean Wolfe, is pregnant. She thinks he’ll be a great dad but, never having known his own father, Nick himself has his doubts. Having hired a private investigator to locate his dad, Nick was driven to larceny to pay the man. Billy becomes a paternal figure to Nick, patiently imparting nuggets of wisdom and calling him son.  Nick learns that Billy has a son, with another woman other than his wife, whom he never met, and has struggled to write a letter explaining his regrets to not being there for his son, and explains why this is the reason he never left his house.  The next morning Billy suffers a heart attack and dies with Nick by his side, explaining to him that Billy would’ve been proud to call him his own son. Nick is approached by a man named Jim who claimed Billy is his father. After asking for forgiveness for his sins, Nick bids farewell to the house to go return the money, fully prepared to be arrested to prove to his son accepting consequences for your own actions. The manager allows Nick to leave without notifying the police. Nick makes up with his wife after learning that he is having a son.  At Billy’s house, Jim reads the letter that Billy left for him, along with an ownership transfer of the house to Jim and explains that he has had always loved himA Father's Legacy)"", Catholic News Service. Retrieved on 8 November 2022."
Fatherhood (film),https://upload.wikimedia.org/wikipedia/en/f/f5/Fatherhood_poster.jpg,"Childhood sweethearts Matt and Liz Logelin prepare for the birth of their first child. Soon after delivering their daughter, Maddy, Liz suddenly suffers a pulmonary embolism and dies.   Matt is devastated, but is determined to raise Maddy as a single parent. His friends and family, however, are concerned that he may not have the skills or patience to handle raising Maddy alone. Liz's mother, Marion, who has a tense relationship with Matt, is who feels this the most strongly. After he refuses to let her stay for six months to help care for Maddy or move back to his hometown of Minnesota, Marion warns him that Maddy needs family and female role models, and that he has to think about what is best for her.   Though Matt initially struggles with the demands of Maddy's care while working full-time, grieving Liz, and suffering from gendered expectations and insensitivity from others who do not respect his role in his daughter's life, he eventually succeeds with the help of friends and fellow parents.  Maddy grows into a confident and tomboyish young girl, while Matt is set up at a party with a mutual friend. Though he is unnerved that her name is Lizzie, they hit it off and begin dating. Though Maddy initially does not like the idea of her father dating, she quickly warms up to Lizzie, and they become friends. But when Maddy is injured on the playground and Matt does not hear the school's phone calls while sleeping with Lizzie, he fears that dating her is getting in the way of focusing on Maddy's needs. He breaks up with her, which upsets Maddy.  Matt and Maddy travel back to Minnesota for Marion's birthday. Maddy, beginning to feel the absence of a mother figure in her life more acutely, is overjoyed to be able to stay in her mother's old room and learn more about Liz. Matt, however, is unhappy seeing Liz's room changed, and insists that it is confusing for Maddy. When he tries to leave with her, she insists that she is happier here with family and reminders of her mother. Believing that he has repeatedly failed to understand Maddy's real needs, Matt reluctantly leaves her with her grandparents and returns home alone.  Despite success at work and an anticipated promotion, Matt misses Maddy and blames himself for being a bad father. When in the airport, preparing for a long business trip abroad, Matt is overwhelmed with sights of fatherhood and leaves to go back to Minnesota, where he reunites with Maddy and makes up with her. With Marion's blessing, they return home, where Matt rekindles his relationship with Lizzie."
Fatima (2020 film),https://upload.wikimedia.org/wikipedia/en/1/1b/Fatima_2020_poster.jpg,"A 10-year-old shepherd, Lúcia dos Santos, and her two young cousins, Francisco and Jacinta Marto, report having received apparitions of the Blessed Virgin Mary in Fátima, Portugal, circa 1917. Their revelations inspire believers but anger officials of both the Catholic Church and the secular government, who try to force them to recant their story. As word of their prophecy spreads, tens of thousands of religious pilgrims flock to the site to witness what became known as the Miracle of the Sun."
Fatman (2020 film),https://upload.wikimedia.org/wikipedia/en/4/4d/Fatman_poster.jpg,"Chris Kringle and his wife Ruth operate a Christmas present workshop on an old isolated farm near the small town of North Peak, Alaska. Struggling with declining income over the years due to children becoming increasingly vicious, the United States Government,  who maintains an interest share in Chris's business because Christmas is a major economic stimulus, starts cutting back on their subsidies. To remedy Chris' income loss, US military Captain Jacobs is sent to propose a two-month contract for producing jet fighter components which is outright refused. The liaison agents override Chris's misgivings by implying next year Government's subsidies will likely decrease and their next offer might not be as ""sweet"". Ruth intervenes and manages to restore Chris's spirits and grudgingly accept their offer only this one time.  The plot then follows Billy Wenan, an amoral pernicious child who lives with his old money grandmother and is the quintessential vicious child who commits several despicable acts against people he considers inferiors. On Christmas Eve, Billy receives a lump of coal from Chris and rather than seeing this as his just reward is affronted and swears revenge on the “fatman”. Billy then hires his oft used personal hit man, Jonathan Miller, to assassinate Chris. Miller, who also harbors a bitter childhood grudge against Chris, gladly accepts and sets off on a killing spree until he successfully coerces a Postal Service supervisor for Chris's confidential postal address. Making his way to North Peak, Miller stalks Chris to the farm and covertly infiltrates Chris's workshop until an elf raises the alarm. Now uncovered, Miller kills most of the US Army guards, Captain Jacobs, and lastly blows up the workshop.  In a final standoff, Chris calls out Miller by name to stop his twisted ways and gains the upper hand in their fight, but Miller fatally wounds Chris using a hidden blade and then shoots Chris dead. Ruth afterwards shoots Miller dead. As Ruth and the elves weep over Chris, he begins to move and begins recovering from his injuries. Backtracking Miller's assignment, Chris and Ruth pay a visit to Billy and interrupt him poisoning his grandmother’s milk to cover his check forgeries. Irritated, Chris drinks the milk, identifies the poison, further indicating that he does not succumb to injury or illness, an earlier scene showing a bullet wound having healed perfectly first indicates this, and admits he has become lax when dealing with children like Billy. Chris warns Billy that from now on he will come for vicious children in the night as they sleep if they harm people. Back at the workshop, Chris, Ruth, and the elves start rebuilding the workshop bigger and better with renewed confidence in the future."
Fear (2023 film),https://upload.wikimedia.org/wikipedia/en/0/0a/Fear_%282023_film%29_poster.png,Plot
Fear of Rain,https://upload.wikimedia.org/wikipedia/en/4/47/Fear_of_Rain_poster.jpg,"17-year-old Rain Burroughs (Madison Iseman) suffers from early on-set schizophrenia and is admitted to hospital following a psychotic episode. She later reveals to her therapist that she has not been taking her medication as it interferes with her ability to paint.  Her mother Michelle (Katherine Heigl) and father John (Harry Connick Jr) are both very supportive, but when Rain returns to school, she is disowned by her friends who make fun of her mental illness. However, a new boy, Caleb (Israel Broussard), notices her and they begin hanging out.  One night while having a bad dream, Rain sees a vision of her teacher Ms McConnell (also her next-door neighbour) dancing with a small child. She wakes up and looks through her bedroom window into Ms McConnell’s attic window, and sees the girl quickly snatched from view. The next morning, Rain and John visit Ms McConnell's and she allows them to search the attic. They find nothing but dolls and mannequins that Ms McConnell claims belonged to her late grandmother. Rain tells Caleb what she saw and he believes her. They later break into her home to find the girl, but they are unsuccessful.  Rain and Caleb search for missing children online and find a missing girl called Malia who Rain says looks just like the girl she saw in the attic. Caleb later learns of Rain's illness and she opens up to him. Michelle starts to question if Caleb is real, or if he is a figment of Rain's imagination. Rain and Caleb attempt to search Ms McConnell's home again but she hears them break a window and calls the police. John gets angry and confronts Rain, insisting she take a dose of her meds. She taunts him by shoving several of her pills in her mouth. John tries to force her to spit them out, when she bites his finger, he slaps her.  The following evening, Rain and Caleb kiss for the first time in her living room. Michelle surprises them, confirming to Rain that Caleb is real, but then he leaves abruptly. The next day at school, Rain sees Caleb is absent and believes she actually invented him in her mind. She goes to see her therapist but she is not there. Rain returns home where she suffers a mental breakdown. Michelle tries to comfort her but Rain lashes out. John then reveals Michelle died three years ago and her presence has been Rain's imagination the whole time.  Hysterical, Rain breaks into Ms McConnell’s home again and makes a further investigation of the attic. She has a vision of her mother and converses with her spirit. Ms McConnell arrives home and sits down to dinner. As Rain tries to sneak out, she sees that the basement door is now locked, but she is able to steal the keys and unlock the door. Rain finds Malia locked in a cage in the basement. When they hear Ms McConnell come down to investigate, Rain hides in the cage with Malia. Ms McConnell tells Rain she wants to help her and will not report her to the police, and that Malia is not real. Rain does not know what to believe, but at that moment, Caleb appears and subdues Ms McConnell, giving Rain and Malia a chance to escape.  John arrives and confirms to Rain that Malia is real, and that she was right all along. Caleb then emerges from the garage and is also confirmed to be real.  Weeks later, Rain is recovering; new medication is working and she has stopped having as many hallucinations. She and John visit Michelle's grave. Later, as Rain is falling asleep in her room, a vision of Michelle sleeps beside her, reassuring her that her mother is forever with her in her memory."
Fear Street Part One: 1994,https://upload.wikimedia.org/wikipedia/en/5/5a/Fear_Street_Part_One_-_1994_%282021_film%29.png,"In 1994, Heather Watkins, a bookstore employee at Shadyside Mall, is stabbed by her friend, Ryan Torres. He murders her and several other mall employees before he is killed by Sheriff Nick Goode. The media reports the massacre as the norm for Shadyside, which they dub the murder capital of the United States. Meanwhile, the neighboring town of Sunnyvale is its polar opposite, as it is considered one of the richest and safest towns in the country. Many of the Shadyside teenagers believe that this is the result of the witch, Sarah Fier, who placed a curse on the town before being executed for witchcraft in 1666.  Deena Johnson does not believe in the Fier witch and has recently broken up with her closeted girlfriend Sam, who had moved to Sunnyvale. Josh, her brother, spends his time researching the town's history, and her friends Simon and Kate sell drugs in hopes of eventually leaving the town. Deena and Sam meet again at a vigil in Sunnyvale for the victims of the mall killings, where a brawl between the students of Shadyside and Sunnyvale breaks out. While returning home, Sam's boyfriend, Peter, begins tailgating the bus carrying the Shadyside students, leading Deena to almost throw a large cooler at the car in retaliation. A sudden nosebleed causes her to lose her grip on the cooler and Peter's car to crash. Sam survives and sees a vision of Sarah Fier before being taken to the hospital.  The following night, Deena and her friends begin to be stalked by someone whom they initially believe to be Peter and his friends. However, when Deena and her friends visit Sam, Peter is killed by Skull Mask, who proceeds to murder several others in the hospital and is revealed to be an undead Ryan. Sam and Deena seek help but fail to convince the police while Simon is attacked by Ruby Lane, one of Shadyside's past killers from 1965. The group realize that the car accident disturbed Sarah Fier's grave and that Sam bled on her bones, resurrecting several Shadyside killers. Josh deduces that Fier's curse is the reason for Shadyside's history of killings which began following her execution. They attempt to offer her a proper reburial but are attacked by the Camp Nightwing Killer. Realizing that the killers only want Sam and are attracted to her blood, they set a trap at school in an attempt to destroy the killers by burning them, but the killers manage to reanimate.  Sam reluctantly agrees with the group to be sacrificed despite Deena's protests. They save her when it is discovered that C. Berman, a survivor of the Camp Nightwing massacre in 1978, claimed to have seen the witch. They attempt to call her but receive no answer. Sam finds out that C. Berman also died, but was resuscitated. The group organizes a plan to kill and revive Sam using drugs from a supermarket pharmacy. There, Kate, Simon, and Josh attempt to fend off the Shadyside killers, but Kate and Simon end up being killed. Deena finally drowns Sam with her consent, causing the killers to disappear, and revives her using a combination of EpiPens and CPR.  Afterward, the police decide to place the blame on Simon and Kate, as they were known for selling drugs. Sam and Deena reconcile and publicly come out as a couple. Later that night, while Sam is at her house, Deena receives a call from C. Berman who tells her that there is no escaping the witch. Sam, now possessed, attacks Deena but is subdued and tied up."
Fear Street Part Three: 1666,https://upload.wikimedia.org/wikipedia/en/2/29/Fear_Street%2C_Part_Three_-_1666_teaser_poster.png,"1666 After reuniting the severed hand of Sarah Fier with the rest of her corpse, Deena has a vision showing the events of 1666 from the perspective of Sarah Fier. She lives with her father George and brother Henry in Union, the original settlement before it was divided into Sunnyvale and Shadyside.  One night, Sarah and her friends Hannah Miller and Lizzie meet a reclusive widow to gather potent berries for a party, where Sarah stumbles on a book of black magic. The group joins Isaac and Abigail at the party where Sarah and Hannah are harassed by Caleb. The two run off and start kissing, unknowingly seen by Mad Thomas. The next day, Pastor Cyrus Miller begins to act strange, as the town's food and water supply are poisoned. Sarah confides in Solomon Goode and wonders if she is responsible for the town's bad luck. The town then discovers that Pastor Miller has murdered twelve children in the chapel, including Henry and Abigail’s sister Constance. Sarah is attacked by Pastor Miller before he is killed by Solomon. That night, a town meeting is held at which the townspeople decide that witchcraft is the cause of the events, and Caleb claims that Sarah and Hannah are the witches responsible. Hannah is captured while Sarah escapes and the town declares that Hannah will be executed at dawn.  Sarah sneaks into the chapel where Hannah is confined and the two profess their love. Sarah decides to retrieve the widow's book and use it to make a deal with the devil and save Hannah, but she discovers that the book is gone and the widow murdered. She flees to Solomon's house and hides after he is ambushed by men hunting her. While hiding, she finds tunnels under his house, discovering a ritual as well as the widow's book. Solomon reveals he took the book to make a deal with the devil, offering Pastor Miller to be possessed in exchange for power and wealth. He offers to share it with her, but she rejects his offer and a fight ensues with Sarah's hand being cut off in the struggle. She escapes to the chapel only to be captured by Solomon and the townspeople. At her and Hannah's execution, Sarah convinces the town to spare Hannah's life by proclaiming she is the witch and swears vengeance to Solomon before she is hanged. Later, Lizzie, Issac, Hannah, and Abigail grieve Sarah and properly bury her body.  1994: Part 2 In 1994, Deena realizes that the Goode family is responsible for the Shadyside curse, as the firstborn of each generation repeats the ritual begun by their ancestor Solomon. Because of this, Sunnyvale has always prospered while Shadyside has become worse. Deena and Josh are found by Sheriff Nick Goode, but the two escape in Nick's car and arrive at Ziggy's house. The trio deduces they must kill Nick to end the Shadyside curse. After they recruit the help of Martin, the mall janitor, the group concocts a plan to lure Nick to the mall and set traps to have the Shadyside murderers kill him.  The group manages to trap the killers and Ziggy pours a bucket of Deena's blood over Nick, causing the killers to attack him. As Nick escapes into the tunnels, Deena and a possessed Sam follow him while the others fight off the killers. Sam attacks Deena, but she breaks Sam out of her possession temporarily before incapacitating her. Nick nearly kills Deena but she exposes him to the pile of beating organs in the tunnel, which gives him the visions of all of the killers' victims, distracting him long enough for Deena to kill him. With the sheriff's death the curse is lifted, releasing Sam and evaporating the killers.   Some time later, the Goode family are exposed for their actions while life improves for the residents of Shadyside. Josh meets his online friend in person; Ziggy reunites with Mrs. Lane; Simon, Heather and Kate are commemorated by the school, and Deena and Sam have a picnic date at Sarah Fier's grave, naming her the first Shadysider.  In a mid-credits scene, an unknown person takes the widow's satanic book from the tunnels."
Fear Street Part Two: 1978,https://upload.wikimedia.org/wikipedia/en/d/dc/Fear_Street%2C_Part_Two_-_1978_teaser_poster.png,"In 1994, Deena and Josh Johnson restrain Sam, Deena's girlfriend who is possessed, and travel to C. Berman's house for help. Initially reluctant, Berman allows them inside and begins recounting the events of the Camp Nightwing massacre.  On July 19, 1978, Ziggy Berman from Shadyside is accused of stealing by Sheila, a Sunnyvale camper, and her friends. They accuse her of being a witch and in retaliation, hang her from a tree and burn her arm with a lighter before camp counselors Nick Goode and Kurt intervene. Ziggy's older sister, Cindy, and her boyfriend Tommy Slater are cleaning the mess hall when Nurse Lane, the mother of Ruby Lane, attacks Tommy, but he overpowers her and she is later removed from camp by police. The teenagers from Sunnyvale believe she was possessed by Sarah Fier, as was her daughter. While investigating the infirmary, Cindy and Tommy encounter counselors Alice, Cindy's former friend, and her boyfriend Arnie. They find Lane's diary which says that Fier made a deal with the devil by cutting off her hand on Satan's stone, thereby earning eternal life. They also find a map in the diary leading to Fier's house.  At the house, they find empty graves dug up by Nurse Lane and discover the witch's mark below the house. Alice and Cindy find a wall carved with the names of all the Shadyside killers and Tommy's name included. Tommy, now possessed, kills Arnie with an axe, and the girls escape into a cave. At camp, Nick helps Ziggy prank Sheila and lock her in the outhouse. As the two bond and share a kiss, Tommy reaches the camp and murders several Shadyside campers, including counselor Joan. Meanwhile, Cindy and Alice try to escape using the witch's mark in the diary as a map of the cave. They soon come across a pile of beating organs and when Alice touches it, it shows her flashbacks of all the past killers and their victims. After Alice injures her leg, she reconciles with Cindy and the two reach a cave opening beneath the outhouse.  After fighting an angry Sheila and knocking her unconscious, Ziggy and counselor Gary try to rescue Alice and Cindy until Tommy decapitates Gary. Ziggy hides with Nick until he is injured by Tommy and escapes to the mess hall. As the rest of the camp leaves via bus, Cindy finds a route to the mess hall while Alice stays behind. Tommy attacks Ziggy, but Cindy intervenes and kills him. Alice arrives and tells them that she found the witch's hand. She had started bleeding and realized that she was sitting near Satan's stone, where she dug it out.  The trio decides to end the curse by reuniting Sarah's hand with the body. Ziggy suddenly bleeds on the hand and sees a vision of Sarah Fier. This triggers the curse, resurrecting several Shadyside killers. A reanimated Tommy kills Alice before Cindy decapitates him. Ziggy and Cindy run to the tree where Fier was hanged, with the Shadyside killers in pursuit. They dig around the tree, only to find a rock with the words “The witch forever lives” carved. When Cindy realizes the killers are after Ziggy, she drops the hand and sacrifices herself. The two are murdered and the killers disappear. Nick later finds them and saves Ziggy via CPR.  Back in 1994, Deena and Josh realize that C. Berman is Ziggy, whose real name is Christine. They tell her that they found the witch's body and now, with the hand, they can end the curse. Deena and Josh go to Shadyside Mall, which was built after the closure of Camp Nightwing, and dig out the hand from under the same tree. They take it to the place where the body is buried and Deena reunites the body with the hand. Deena's nose bleeds and she finds herself back in 1666, where she is now Sarah Fier."
